train_loss,val_loss
1.0863172340748914,2.2565572791629367
1.1290089781604595,2.2015790806876288
1.1088981414908794,2.246764712863498
1.1044101439305205,2.3174998097949557
1.0993865328048593,2.302420457204183
1.1325314569829115,2.471050990952386
1.2161519990038516,2.225115590625339
1.1463753073962766,2.163901196585761
1.0762967182629144,2.238331052992079
1.0591390346413228,2.297002289030287
1.1033518314361572,2.275681641366747
1.0715652010334071,2.2817325989405313
1.0858979011649517,2.3676472240024142
1.0693093191331893,2.3730968634287515
1.0700960995546027,2.3555995755725436
1.0606841080224336,2.152051077948676
1.0675606122657435,2.2820791403452554
1.066607592710808,2.196592781278822
1.0210687162271186,2.1797010236316257
1.0654168529296988,2.1798424985673694
1.065424863971881,2.2354308896594577
1.0705863699984195,2.3182862997055054
1.0601095041232322,2.150342928038703
1.0124227422386853,2.2741507556703358
1.021750989244945,2.1921764744652643
1.0308158566702659,2.3496905432807074
1.0225394906392737,2.360781272252401
0.9966025708326652,2.251284745004442
1.0082053284146892,2.233983556429545
1.0365719946462717,2.2410113281673856
0.9783555776325624,2.1966808901892767
1.0354869970634801,2.2193624443478055
0.9865619104299972,2.144090175628662
0.9438717294095168,2.2798014084498086
1.0142029568330566,2.274101813634237
0.9731749233914845,2.2791815863715277
1.0082105384833777,2.297200904952155
0.9572582698580044,2.2557145754496255
0.9567990903534106,2.2121098836263022
0.9229876354559144,2.3249645630518594
1.0014319971426209,2.188846482170953
0.9550255830608197,2.2301741308636136
0.9660967801933857,2.2763265636232166
0.9623168528969608,2.2058966557184854
0.9730965895439262,2.166618400149875
0.953040934320706,2.122100353240967
0.9335266671963592,2.1656114790174694
0.987884525487672,2.173024376233419
0.9763847180266878,2.175992555088467
0.9182869133664601,2.2287570767932467
